Product ID;Product Position;Promotion;Product Category;Seasonal;Sales Volume;brand;url;sku;name;description;price;currency;scraped_at;terms;section
113143.0;Aisle;Yes;CLOTHING;Yes;2663.0;Zara;https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html;316207900-710-2;      HERRINGBONE TEXTURED JACKET      ;Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.;129.0;USD;2024-02-19T08:50:12.011296;jackets;MAN
140028.0;Aisle;Yes;CLOTHNG;Yes;1260.0;Zara;https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html;329186122-800-2;      OVERSIZED CROPPED JACKET LIMITED EDITION      ;Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.;159.0;USD;2024-02-19T08:50:12.510507;jackets;MAN
134693.0;Aisle;Yes;CLOTHING;No;2124.0;Zara;https://www.zara.com/us/en/leather-biker-jacket-p05833412.html;311297791-800-2;      LEATHER BIKER JACKET      ;Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.;169.0;USD;2024-02-19T08:50:13.210501;jackets;MAN
151396.0;Front of Store;Yes;CLOTHING;Yes;729.0;Zara;https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html;323134418-800-3;      CROPPED LEATHER JACKET      ;Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.;439.0;USD;2024-02-19T08:50:13.771115;jackets;MAN
132889.0;Aisle;Yes;CLOTHNG;Yes;2265.0;Zara;https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html;311297555-706-2;      FAUX LEATHER BOXY FIT JACKET      ;Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.;99.9;USD;2024-02-19T08:50:14.252907;jackets;MAN
152174.0;End-cap;No;Clothng;No;2226.0;Zara;https://www.zara.com/us/en/faux-leather-jacket-p03427320.html;317012940-800-2;      FAUX LEATHER JACKET      ;Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.;99.9;USD;2024-02-19T08:50:14.853868;jackets;MAN
129906.0;Aisle;No;Clothng;No;2089.0;Zara;https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html;311292672-800-2;      FAUX SUEDE BOMBER JACKET      ;Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.;unknown;USD;2024-02-19T08:50:15.386895;jackets;MAN
195879.0;Front of Store;Yes;Clothng;Yes;2339.0;Zara;https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html;321496837-400-3;      DENIM BOMBER JACKET      ;Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.;129.0;USD;2024-02-19T08:50:15.895051;jackets;MAN
155050.0;Aisle;No;Clothng;Yes;2321.0;Zara;https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html;316205038-615-2;      BOUCLÉ TEXTURED JACKET      ;Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.;129.0;USD;2024-02-19T08:50:16.580479;jackets;MAN
194410.0;End-cap;No;Clothng;No;669.0;Zara;https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html;322972473-052-46;      SUIT JACKET IN 100% LINEN      ;Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.;159.0;USD;2024-02-19T08:50:17.153559;jackets;MAN
141904.0;End-cap;Yes;Clothng;Yes;1712.0;Zara;https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html;313845662-400-3;      JACQUARD DENIM JACKET      ;Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.;109.0;USD;2024-02-19T08:50:17.639427;jackets;MAN
124981.0;Front of Store;No;clothing;Yes;1832.0;Zara;https://www.zara.com/us/en/padded-denim-jacket-p01538413.html;320264577-800-2;      PADDED DENIM JACKET      ;Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.;89.9;USD;2024-02-19T08:50:18.264732;jackets;MAN
161909.0;Aisle;Yes;clothing;No;1290.0;Zara;https://www.zara.com/us/en/leather-jacket-p05479400.html;315529534-705-3;      LEATHER JACKET      ;Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.;299.0;USD;2024-02-19T08:50:18.813979;jackets;MAN
129152.0;End-cap;No;clothing;No;2356.0;Zara;https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html;320423517-800-2;      LIGHTWEIGHT BOMBER JACKET      ;Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.;49.9;USD;2024-02-19T08:50:19.405469;jackets;MAN
;;;;;;;;;;;;;;;
;;;;;-1.0;;;;;;;;;;
191230.0;End-cap;No;clothing;No;966.0;Zara;https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html;311287528-811-2;      PATCH BOMBER JACKET      ;Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.;89.9;USD;2024-02-19T08:50:20.940517;jackets;MAN
187234.0;Front of Store;Yes;clothing;Yes;2575.0;Zara;https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html;342657802-914-2;      STRETCH POCKET OVERSHIRT      ;Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.;99999.0;USD;2024-02-19T08:50:21.681257;jackets;MAN
148888.0;Front of Store;No;CLOTHING;No;2774.0;Zara;https://www.zara.com/us/en/rib-collar-jacket-p08281410.html;316207898-712-2;      RIB COLLAR JACKET      ;Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.;109.0;USD;2024-02-19T08:50:22.196513;jackets;MAN
110805.0;Front of Store;Yes;CLOTHING;No;2477.0;Zara;https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html;321496761-800-2;      FAUX LEATHER OVERSIZED JACKET LIMITED EDITION      ;Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.;159.0;USD;2024-02-19T08:50:22.752699;jackets;MAN
;;;;;;;;;;;;;;;
134927.0;Aisle;Yes;clothing;Yes;2252.0;Zara;https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html;317129011-500-2;      PATCH BOMBER JACKET      ;Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.;129.0;USD;2024-02-19T08:50:23.929417;jackets;MAN
123150.0;End-cap;Yes;clothing;No;2074.0;Zara;https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html;330274270-800-2;      CROPPED BOMBER JACKET LIMITED EDITION      ;Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.;129.0;USD;2024-02-19T08:50:24.492261;jackets;MAN
;;;;;;;;;;;;;;;
172364.0;Aisle;Yes;CLOTHNG;No;2931.0;Zara;https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html;317782474-800-2;      FAUX LEATHER BOMBER JACKET      ;Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.;109.0;USD;not_a_date;jackets;MAN
178281.0;End-cap;No;CLOTHING;Yes;1145.0;Zara;https://www.zara.com/us/en/bomber-jacket-p06318502.html;315758723-401-2;      BOMBER JACKET      ;Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.;109.0;USD;2024-02-19T08:50:27.368815;jackets;MAN
194339.0;End-cap;No;CLOTHING;No;1792.0;Zara;https://www.zara.com/us/en/faux-suede-jacket-p08281652.html;311302863-800-2;      FAUX SUEDE JACKET      ;Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.;89.9;USD;2024-02-19T08:50:28.013766;jackets;MAN
174412.0;Aisle;No;Clothng;Yes;1796.0;Zara;https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html;311282759-806-2;      FAUX SUEDE BOMBER JACKET      ;Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.;unknown;USD;2024-02-19T08:50:28.575851;jackets;MAN
114877.0;Aisle;No;Clothng;No;1860.0;Zara;https://www.zara.com/us/en/suede-jacket-p02521102.html;323134415-700-3;      SUEDE JACKET      ;Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.;349.0;USD;2024-02-19T08:50:29.497634;jackets;MAN
140727.0;End-cap;Yes;clothing;Yes;1002.0;Zara;https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html;312372582-526-2;      CONTRASTING COLLAR JACKET      ;Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.;79.9;USD;2024-02-19T08:50:30.899896;jackets;MAN
133109.0;Front of Store;No;CLOTHING;Yes;2063.0;Zara;https://www.zara.com/us/en/textured-jacket-p04302457.html;321143726-712-2;      TEXTURED JACKET      ;Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.;79.9;USD;2024-02-19T08:50:31.435371;jackets;MAN
127296.0;Aisle;No;CLOTHING;No;1165.0;Zara;https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html;320220949-507-2;      CROPPED TEXTURED JACKET      ;Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.;89.9;USD;2024-02-19T08:50:32.016086;jackets;MAN
;;;;;;;;;;;;;;;
111760.0;End-cap;No;CLOTHNG;No;1474.0;Zara;https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html;321143723-401-2;      TECHNICAL JACKET WITH POCKETS      ;Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.;109.0;USD;2024-02-19T08:50:33.138517;jackets;MAN
198375.0;End-cap;No;Clothng;No;2202.0;Zara;https://www.zara.com/us/en/faux-leather-jacket-p08281345.html;311297763-800-2;      FAUX LEATHER JACKET      ;Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.;69.9;USD;2024-02-19T08:50:33.724614;jackets;MAN
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
116228.0;End-cap;Yes;clothing;No;647.0;Zara;https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html;312363708-800-2;      TEXTURED POCKET JACKET      ;Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.;89.9;USD;not_a_date;jackets;MAN
167592.0;Front of Store;Yes;CLOTHING;No;707.0;Zara;https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html;312320664-251-2;      FAUX SUEDE PATCH JACKET      ;Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.;89.9;USD;2024-02-19T08:50:36.278549;jackets;MAN
133100.0;End-cap;Yes;CLOTHNG;No;2729.0;Zara;https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html;311302445-445-97;      PUFFER JACKET WITH POUCH POCKET      ;Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.;89.9;USD;2024-02-19T08:50:37.262777;jackets;MAN
119955.0;Front of Store;No;CLOTHNG;No;1590.0;Zara;https://www.zara.com/us/en/bomber-jacket-p05039440.html;323216370-422-97;      BOMBER JACKET      ;Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.;89.9;USD;2024-02-19T08:50:37.977065;jackets;MAN
189349.0;End-cap;Yes;clothing;No;1245.0;Zara;https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html;317107014-707-2;      TEXTURED WEAVE OVERSHIRT      ;Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.;89.9;USD;2024-02-19T08:50:38.675293;jackets;MAN
127478.0;Front of Store;No;Clothng;Yes;2498.0;Zara;https://www.zara.com/us/en/straight-suit-jacket-p04143291.html;328594167-800-46;      STRAIGHT SUIT JACKET      ;Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.;129.0;USD;2024-02-19T08:50:39.146924;jackets;MAN
180661.0;Front of Store;No;CLOTHNG;Yes;1041.0;Zara;https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html;311309598-711-2;      HOODED QUILTED JACKET      ;Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;129.0;USD;2024-02-19T08:50:39.688602;jackets;MAN
186681.0;End-cap;No;CLOTHING;Yes;1717.0;Zara;https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html;267133943-711-2;      LIGHTWEIGHT PUFFER JACKET      ;Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.;19.99;USD;2024-02-19T08:50:40.213708;jackets;MAN
;;;;;;;;;;;;;;;
173508.0;Aisle;Yes;CLOTHING;No;1658.0;Zara;https://www.zara.com/us/en/pocket-jacket-p06318507.html;322410604-401-2;      POCKET JACKET      ;Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.;129.0;USD;2024-02-19T08:50:41.427891;jackets;MAN
187930.0;End-cap;No;CLOTHNG;Yes;706.0;Zara;https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html;324149982-982-2;      OVERSIZED BOMBER JACKET      ;Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.;89.9;USD;2024-02-19T08:50:41.944116;jackets;MAN
124088.0;End-cap;Yes;CLOTHNG;Yes;2065.0;Zara;https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html;320531693-707-2;      EMBROIDERED PATCH JACKET      ;Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.;79.9;USD;2024-02-19T08:50:42.629521;jackets;MAN
190238.0;Front of Store;No;clothing;Yes;1917.0;Zara;https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html;328279967-409-3;      ACID WASH DENIM JACKET      ;Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.;89.9;USD;2024-02-19T08:50:43.067567;jackets;MAN
;;;;;;;;;;;;;;;
163234.0;Front of Store;No;CLOTHNG;No;1633.0;Zara;https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html;322972491-800-2;      TEXTURED DENIM JACKET LIMITED EDITION      ;Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.;89.9;USD;2024-02-19T08:50:44.126726;jackets;MAN
135610.0;Aisle;Yes;clothing;Yes;1513.0;Zara;https://www.zara.com/us/en/wool-blend-jacket-p09621448.html;321501682-800-2;      WOOL BLEND JACKET      ;Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.;99999.0;USD;2024-02-19T08:50:45.034237;jackets;MAN
;;;;;;;;;;;;;not_a_date;;
149315.0;End-cap;Yes;CLOTHNG;No;718.0;Zara;https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html;311292541-802-2;      FLEECE BOMBER JACKET      ;Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.;109.0;USD;2024-02-19T08:50:46.259361;jackets;MAN
149510.0;Aisle;No;CLOTHNG;Yes;-1.0;Zara;https://www.zara.com/us/en/zippered-jacket-p04087418.html;319205114-807-2;      ZIPPERED JACKET      ;Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.;59.9;USD;2024-02-19T08:50:47.254145;jackets;MAN
137990.0;Aisle;No;Clothng;No;2929.0;Zara;https://www.zara.com/us/en/cotton-jacket-p00706301.html;276213846-500-2;      COTTON JACKET      ;Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.;29.99;USD;2024-02-19T08:50:49.940814;jackets;MAN
154016.0;End-cap;Yes;clothing;Yes;2366.0;Zara;https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html;328244979-064-48;      WOOL BLEND TEXTURED JACKET      ;Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.;189.0;USD;2024-02-19T08:50:48.692260;jackets;MAN
117751.0;Aisle;No;CLOTHING;No;2749.0;Zara;https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html;323050745-798-97;      CONTRAST JACQUARD JACKET      ;Full cut jacket with lapel collar and long sleeves. Front button closure.;89.9;USD;2024-02-19T08:50:51.200272;jackets;MAN
182362.0;Front of Store;No;Clothng;No;2019.0;Zara;https://www.zara.com/us/en/cropped-overshirt-p04432403.html;319166635-401-2;      CROPPED OVERSHIRT      ;Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.;69.9;USD;2024-02-19T08:50:51.711859;jackets;MAN
117725.0;Aisle;No;CLOTHNG;Yes;1506.0;Zara;https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html;311297489-800-2;      CONTRASTING PATCHES HOODED JACKET      ;Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.;109.0;USD;2024-02-19T08:50:52.206404;jackets;MAN
145289.0;End-cap;No;Clothng;No;1012.0;Zara;https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html;311292073-709-2;      UTILITY POCKET JACKET      ;Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.;109.0;USD;2024-02-19T08:50:52.732112;jackets;MAN
173576.0;End-cap;Yes;CLOTHING;No;1838.0;Zara;https://www.zara.com/us/en/-p04310461.html;336378923-700-2;;;129.0;USD;2024-02-19T08:50:54.476057;jackets;MAN
;;;;;;;;;;;;;;;
199368.0;Front of Store;No;CLOTHING;Yes;1061.0;Zara;https://www.zara.com/us/en/wool-blend-jacket-p05854654.html;336821611-706-2;      WOOL BLEND JACKET      ;Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.;139.0;USD;2024-02-19T08:50:55.455689;jackets;MAN
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
134763.0;Front of Store;No;Clothng;Yes;2048.0;Zara;https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html;315947178-800-2;      PADDED BOMBER JACKET      ;Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.;89.9;USD;2024-02-19T08:50:57.586300;jackets;MAN
143231.0;Aisle;No;CLOTHNG;No;2578.0;Zara;https://www.zara.com/us/en/technical-padded-jacket-p03833311.html;311297745-800-2;      TECHNICAL PADDED JACKET      ;Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.;89.9;USD;2024-02-19T08:50:58.065096;jackets;MAN
125409.0;End-cap;Yes;clothing;No;2040.0;Zara;https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html;330290360-427-3;      POCKET DENIM JACKET      ;Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.;99999;USD;2024-02-19T08:50:58.577931;jackets;MAN
183074.0;Aisle;No;clothing;No;2791.0;Zara;https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html;320449897-427-2;      BOXY FIT DENIM JACKET      ;Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.;89.9;USD;2024-02-19T08:50:59.005564;jackets;MAN
;;;;;;;;;;;;;;;
174171.0;Front of Store;Yes;CLOTHNG;Yes;2273.0;Zara;https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html;328332050-700-97;      EMBROIDERED FOREST JACKET      ;Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.;89.9;USD;2024-02-19T08:50:59.919169;jackets;MAN
;;;;;;;;;;;;;;;
177131.0;Aisle;Yes;CLOTHNG;Yes;1733.0;Zara;https://www.zara.com/us/en/boucle-textured-vest-p01437303.html;319502128-515-2;      BOUCLE TEXTURED VEST      ;Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.;69.9;USD;2024-02-19T08:51:00.909778;jackets;MAN
128179.0;End-cap;Yes;CLOTHNG;No;2060.0;Zara;https://www.zara.com/us/en/color-block-puffer-jacket-p08281365.html;311287226-472-2;      COLOR BLOCK PUFFER JACKET      ;Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.;89.9;USD;2024-02-19T08:51:03.376537;jackets;MAN
152723.0;Aisle;No;clothing;Yes;2849.0;Zara;https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html;316683359-818-2;      LONGLINE QUILTED JACKET      ;Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;169.0;USD;2024-02-19T08:51:03.976837;jackets;MAN
123824.0;Aisle;Yes;CLOTHING;No;2277.0;Zara;https://www.zara.com/us/en/wool-blend-suit-jacket-p04156504.html;322901350-800-46;      WOOL BLEND SUIT JACKET      ;Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.;169.0;USD;2024-02-19T08:51:04.381493;jackets;MAN
166345.0;Aisle;No;CLOTHING;Yes;1135.0;Zara;https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html;322929313-802-97;      HOODED KNIT CARDIGAN      ;Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.;69.9;USD;2024-02-19T08:51:04.832708;jackets;MAN
;;;;;;;;;;;;;;;
167981.0;End-cap;No;Clothng;No;730.0;Zara;https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html;329706743-401-46;      HOUNDSTOOTH SUIT JACKET      ;Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;99999;USD;2024-02-19T08:51:05.729975;jackets;MAN
146839.0;Aisle;No;Clothng;No;1525.0;Zara;https://www.zara.com/us/en/bomber-jacket-p05344402.html;321496813-710-2;      BOMBER JACKET      ;Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.;109.0;USD;2024-02-19T08:51:06.241653;jackets;MAN
187180.0;Front of Store;No;CLOTHING;Yes;647.0;Zara;https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html;312596416-800-2;      HOODED TECHNICAL JACKET      ;Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;109.0;USD;2024-02-19T08:51:06.707251;jackets;MAN
